name,up greedy,up insertion,random oct_schedule,up oct_schedule,oct greedy,oct insertion,random greedy,oct oct_schedule,random insertion,cp,size,seq,fork_join,levels,ccr,width,edges,parallel
translated_atca_minh.graphml,627,149,173,173,627,165,627,183,148,37,45,302,0.704761905,11,6.962913907,15,63,0.548148148
translated_atca_attila_12_copies.graphml,1313,279,245,256,884,221,1290,239,272,108,96,643,0.186868687,30,6.952938699,36,133,0.073412698
translated_test_seq_gather.graphml,1924,341,336,336,1711,327,1924,308,357,66,74,445,0.864864865,25,7.296355906,4,97,0.804347826
translated_atca_attila_4_copies.graphml,1225,267,215,215,693,205,1225,163,267,92,56,364,0.560606061,30,6.15394427,12,69,0.220238095
translated_MS-MSF_Fq-Ti-Fc-Sb_8-2-8_copies.graphml,8898,723,1369,1345,9247,1177,8925,1820,722,190,1095,7481,0.028549383,19,8.002970203,144,1603,0.030228758
translated_MS-MSF_Fq-Ti-Fc-Sb_6-4-8_copies.graphml,13153,895,1927,1955,13264,1839,13162,2915,864,151,1615,11298,0.019032922,20,7.851392202,216,2379,0.019032922
translated_chiles_two_dev1.graphml,581,143,156,129,585,148,581,140,143,19,78,487,0.474358974,8,4.469120202,12,86,0.972972973
translated_cont_img.graphml,4440,680,644,644,3307,414,4440,392,680,230,148,999,0.616666667,97,5.154898141,4,177,0.194736842
translated_CALIB_8_copies.graphml,1615,272,322,322,1621,248,1650,315,243,20,216,1465,0.330357143,13,5.602199469,16,264,0.420454545
translated_dist_sagecal_sleep_9_copies.graphml,9553,993,1062,1033,9460,778,9679,954,961,602,355,2512,0.1,50,9.819028662,10,579,0.154166667
translated_MS-MSF_Fq-Fc-Ti-Sb_1-1-1_copies.graphml,581,163,133,133,314,95,581,68,163,62,26,175,0.040540541,23,3.108571429,3,26,0.851351351
translated_atca_minh_4-5_copies.graphml,703,181,181,177,762,184,703,167,166,51,42,275,0.880952381,11,6.427705628,12,58,0.685185185
translated_chiles_two_dev1_8-8_copies.graphml,3488,312,520,511,3513,433,3485,665,311,86,428,2956,0.079059829,12,5.390461978,72,512,0.102777778
translated_CALIB.graphml,827,171,203,201,834,180,819,194,180,22,108,749,0.660714286,13,5.548138258,8,132,0.840909091
translated_lofar_test_4x8.graphml,5103,733,999,939,5292,846,5168,1339,709,192,690,4812,0.012187088,42,5.226433915,66,828,0.028030303
translated_dist_sagecal_sleep_5_copies.graphml,5383,812,791,796,5232,806,5377,740,822,368,207,1433,0.166666667,50,9.266310669,6,335,0.256944444
translated_chiles_two_12_copies.graphml,2250,308,397,390,2339,310,2226,382,315,103,272,1853,0.110119048,13,4.831910098,48,310,0.140151515
translated_chiles_two_dev2.graphml,4122,564,720,731,5164,750,4186,988,583,276,499,3383,0.076131687,31,6.122200653,36,633,0.070881226
translated_mwa_gleam_simple.graphml,608,134,151,151,588,122,603,128,134,10,72,464,0.616666667,7,3.759518678,12,66,0.810810811
translated_facet_img_2-2-2_copies.graphml,1629,365,407,457,1589,327,1600,395,369,283,191,1282,0.228395062,31,5.374455816,12,235,0.212643678
translated_dist_sagecal_sleep.graphml,7016,823,875,849,6781,766,6992,772,830,350,281,1891,0.125,50,9.585999236,8,457,0.192708333
translated_chiles_two_dev1_8-4_copies.graphml,1977,245,306,308,1943,244,1943,351,247,14,244,1653,0.142307692,8,5.021183541,40,284,0.308333333
translated_mwa_gleam_simple_8_copies.graphml,743,151,151,176,751,149,723,156,149,14,96,643,0.4625,7,3.193364438,16,88,0.925
translated_MS-MSF_Fq-Fc-Ti-Sb_9-3-5-copies.graphml,16692,1126,2518,2512,16980,2332,16778,3597,1137,439,2068,14181,0.027407407,23,5.899739306,135,2604,0.026102293
translated_atca_attila_8_copies.graphml,1331,268,233,233,1270,233,1332,237,157,88,76,453,0.28030303,30,7.495497851,24,101,0.110119048
translated_atca_attila.graphml,1183,235,211,211,634,152,731,170,230,68,66,408,0.373737374,30,6.455176768,18,85,0.146825397
translated_dist_sagecal_sleep_3_copies.graphml,3666,600,635,607,3464,572,3666,580,600,210,133,862,0.25,50,9.993606406,4,213,0.385416667
translated_dist_sagecal_sleep_2_copies.graphml,2423,595,443,450,2409,410,2423,423,515,203,96,643,0.333333333,50,8.968118196,3,152,0.513888889
translated_facet_img.graphml,5196,709,950,972,6593,959,5152,1265,691,275,655,4574,0.049731183,31,5.613689056,48,834,0.05316092
translated_MS-MSF_Fq-Ti-Fc-Sb_2-4-9_copies.graphml,5701,566,956,954,5804,827,5757,1348,583,132,699,4810,0.045679012,20,7.205725435,90,983,0.045679012
translated_atca_attila_3_copies.graphml,1225,253,231,231,694,187,1225,173,248,78,51,320,0.747474747,30,5.640257353,9,61,0.293650794
translated_chiles_two_dev1_4-8_copies.graphml,5117,386,711,717,5229,707,5161,1033,397,32,634,4247,0.052706553,8,5.473360672,108,764,0.114197531
