name,up greedy,up insertion,random oct_schedule,up oct_schedule,oct greedy,oct insertion,random greedy,oct oct_schedule,random insertion,cp,size,seq,fork_join,levels,ccr,width,edges,parallel
translated_facet_img_8-8-4_copies.graphml,28501,3165,5967,6035,35847,5134,28714,13148,3188,488,4583,111753,0.00745967741935,31,1.72847892224,320,5953,0.00797413793103
translated_mwa_gleam.graphml,1064,356,346,347,950,396,1064,318,356,90,130,2822,0.37,19,1.06341656218,10,125,0.435294117647
translated_chiles_two_dev1_12-12_copies.graphml,5578,658,1193,1171,5904,1144,5618,1921,659,130,906,21641,0.0364891518738,8,1.5592576147,156,1104,0.0790598290598
translated_lofar_nsm_2x4.graphml,2589,947,814,807,1450,573,2714,576,945,221,214,4880,0.0502717391304,42,1.11651601042,16,220,0.115625
translated_chiles_simple.graphml,346,138,108,108,331,124,346,101,138,38,22,352,0.27027027027,5,1.45351239669,5,21,0.202702702703
translated_MS-MSF_Fq-Fc-Ti-Sb.graphml,6612,988,1507,1491,6741,1387,6493,2538,1011,557,983,23572,0.0578125,23,1.65817734854,64,1235,0.0550595238095
translated_CALIB_12_copies.graphml,1920,399,502,487,2048,447,1978,553,397,59,324,7268,0.220238095238,13,1.67694001101,24,396,0.280303030303
translated_MS-MSF_Fq-Fc-Ti-Sb_2-2-2-copies.graphml,1283,532,474,502,1152,440,1298,399,505,190,135,3086,0.4625,23,1.49693478313,8,163,0.440476190476
translated_askap_dingo.graphml,733,302,253,257,766,302,722,253,302,74,59,1232,0.770833333333,12,1.71700968523,8,66,0.925
translated_atca_minh_10-8_copies.graphml,1535,346,321,307,1558,331,1470,315,346,117,78,1632,0.352380952381,11,2.53495789341,30,115,0.274074074074
translated_lofar_test_4x4.graphml,3546,1050,1040,1047,3936,1147,3474,1482,1048,432,348,8424,0.0236572890026,42,1.50475379594,34,416,0.0544117647059
translated_mwa_gleam_simple_12_copies.graphml,844,248,249,275,871,244,914,270,248,29,144,3251,0.308333333333,7,0.901440582385,24,132,0.616666666667
translated_chiles_two_8_copies.graphml,1279,380,417,420,1291,356,1291,388,403,154,184,4242,0.165178571429,13,1.39558862719,32,208,0.210227272727
translated_lofar_std.graphml,1869,699,664,653,1763,699,1818,582,699,255,192,4232,0.12091503268,33,1.51209042218,18,224,0.132616487455
translated_MS-MSF_Fq-Ti-Fc-Sb.graphml,1948,511,576,566,1611,430,1885,525,515,382,247,5628,0.137037037037,20,1.97749756135,30,339,0.137037037037
translated_mwa_gleam_simple_3_copies.graphml,589,261,209,209,589,261,589,186,261,27,36,786,0.810810810811,7,1.16740882103,6,33,0.405405405405
translated_askap_dingo_expanded.graphml,733,302,253,257,766,302,756,253,307,74,59,1232,0.770833333333,12,1.71700968523,8,66,0.925
translated_lofar_test_8x8.graphml,7988,1396,1897,1853,8370,1843,7788,3508,1430,279,1202,28612,0.0061872909699,42,1.59090562283,130,1468,0.0142307692308
translated_dist_sagecal_sleep_1_copies.graphml,2674,1036,794,794,1981,875,2383,629,1036,238,59,1232,0.216216216216,50,3.01839368259,2,91,0.770833333333
translated_test_mk_grpby.graphml,1129,437,373,406,1091,334,1197,338,435,273,124,2663,0.220238095238,17,1.54259990552,24,145,0.205555555556
translated_lofar_cal.graphml,108,78,56,56,108,78,108,56,78,18,4,56,0.0135135135135,3,1.40625,1,3,0.0135135135135
translated_atca_minh.graphml,989,290,265,252,668,263,989,221,290,152,45,1080,0.704761904762,11,2.12981481481,15,63,0.548148148148
translated_atca_attila_12_copies.graphml,2024,727,500,501,1556,593,2019,465,727,232,96,2061,0.186868686869,30,2.13022096879,36,133,0.0734126984127
translated_test_seq_gather.graphml,2208,667,564,551,2356,624,2243,541,628,188,74,1619,0.864864864865,25,1.91075572175,4,97,0.804347826087
translated_atca_attila_4_copies.graphml,1826,725,541,526,1489,552,1826,433,511,199,56,1280,0.560606060606,30,1.72403738839,12,69,0.220238095238
translated_MS-MSF_Fq-Ti-Fc-Sb_8-2-8_copies.graphml,6770,916,1535,1557,8316,1420,6864,2767,945,399,1095,25830,0.028549382716,19,2.22258454913,144,1603,0.0302287581699
translated_MS-MSF_Fq-Ti-Fc-Sb_6-4-8_copies.graphml,10173,1207,2134,2104,10500,2090,9994,4278,1206,360,1615,38557,0.0190329218107,20,2.27452669286,216,2379,0.0190329218107
translated_chiles_two_dev1.graphml,642,269,252,247,601,269,664,237,269,43,78,1632,0.474358974359,8,1.30997046254,12,86,0.972972972973
translated_cont_img.graphml,5799,2223,2040,2040,5032,1555,5799,1528,2223,518,148,3522,0.616666666667,97,1.47540747732,4,177,0.194736842105
translated_CALIB_8_copies.graphml,1316,335,403,407,1289,308,1270,391,347,64,216,5076,0.330357142857,13,1.585325278,16,264,0.420454545455
translated_dist_sagecal_sleep_9_copies.graphml,14582,1368,1398,1385,12456,1332,13818,1280,1413,883,355,8260,0.1,50,2.76260580432,10,579,0.154166666667
translated_MS-MSF_Fq-Fc-Ti-Sb_1-1-1_copies.graphml,1049,343,287,287,492,123,741,123,343,121,26,538,0.0405405405405,23,1.09107806691,3,26,0.851351351351
translated_atca_minh_4-5_copies.graphml,1350,343,286,286,1350,343,1350,286,345,75,42,872,0.880952380952,11,2.26938619484,12,58,0.685185185185
translated_chiles_two_dev1_8-8_copies.graphml,2701,415,629,597,2884,675,2616,1053,433,70,428,10173,0.0790598290598,12,1.42168521953,72,512,0.102777777778
translated_CALIB.graphml,919,325,339,315,950,286,901,282,333,67,108,2237,0.660714285714,13,1.77022798391,8,132,0.840909090909
translated_lofar_test_4x8.graphml,4980,1224,1279,1331,5469,1344,4960,2321,1248,354,690,16289,0.012187088274,42,1.56849407576,66,828,0.0280303030303
translated_dist_sagecal_sleep_5_copies.graphml,7644,1320,1133,1131,7389,1061,7826,970,1273,705,207,4720,0.166666666667,50,2.90858613772,6,335,0.256944444444
translated_chiles_two_12_copies.graphml,1835,417,504,494,2148,409,1830,516,431,160,272,6498,0.110119047619,13,1.30071696269,48,310,0.140151515152
translated_chiles_two_dev2.graphml,3485,838,1021,992,5036,1015,3532,1420,834,602,499,11746,0.0761316872428,31,1.73238576591,36,633,0.0708812260536
translated_mwa_gleam_simple.graphml,584,231,177,181,589,207,584,191,231,21,72,1631,0.616666666667,7,0.810443490701,12,66,0.810810810811
translated_facet_img_2-2-2_copies.graphml,1718,723,663,640,1441,607,1713,588,706,670,191,4474,0.228395061728,31,1.61317162336,12,235,0.212643678161
translated_dist_sagecal_sleep.graphml,10571,1307,1160,1138,9225,1307,10862,1105,1324,800,281,6298,0.125,50,2.8658400283,8,457,0.192708333333
translated_chiles_two_dev1_8-4_copies.graphml,1542,334,437,420,1546,340,1524,399,326,84,244,5428,0.142307692308,8,1.59472740012,40,284,0.308333333333
translated_mwa_gleam_simple_8_copies.graphml,561,213,200,227,592,214,593,200,232,44,96,2061,0.4625,7,0.976265566877,16,88,0.925
translated_MS-MSF_Fq-Fc-Ti-Sb_9-3-5-copies.graphml,13096,1484,2736,2752,13500,2497,12963,6145,1472,593,2068,48859,0.0274074074074,23,1.6622080678,135,2604,0.026102292769
translated_atca_attila_8_copies.graphml,1833,583,497,497,1437,464,1823,402,583,145,76,1664,0.280303030303,30,1.91195913462,24,101,0.110119047619
translated_atca_attila.graphml,1798,585,545,531,1564,522,1798,472,585,229,66,1542,0.373737373737,30,1.89089336949,18,85,0.146825396825
translated_dist_sagecal_sleep_3_copies.graphml,5007,1167,1021,1012,5014,1111,4783,972,1181,471,133,2849,0.25,50,2.92250545634,4,213,0.385416666667
translated_dist_sagecal_sleep_2_copies.graphml,3072,1113,891,891,3459,1038,2916,848,1111,361,96,2061,0.333333333333,50,2.73875950186,3,152,0.513888888889
translated_facet_img.graphml,4354,928,1177,1149,6346,1283,4336,1891,912,568,655,15659,0.0497311827957,31,1.76742238812,48,834,0.0531609195402
translated_MS-MSF_Fq-Ti-Fc-Sb_2-4-9_copies.graphml,4471,762,1092,1110,7750,1003,4587,2091,767,416,699,16788,0.0456790123457,20,2.02073190435,90,983,0.0456790123457
translated_atca_attila_3_copies.graphml,1800,638,511,511,1054,471,1929,364,638,161,51,1125,0.747474747475,30,1.70959477124,9,61,0.293650793651
translated_chiles_two_dev1_4-8_copies.graphml,3891,497,861,836,4161,841,4017,1219,524,48,634,14993,0.0527065527066,8,1.55563868817,108,764,0.114197530864
