name,up greedy,up insertion,random oct_schedule,up oct_schedule,oct greedy,oct insertion,random greedy,oct oct_schedule,random insertion,cp,size,seq,fork_join,levels,ccr,width,edges,parallel
translated_chiles_two.graphml,7960,6533,6697,6475,9165,7063,8648,8560,6548,8894,76,25951,0.440476190476,13,0.0856888184007,12,82,0.560606060606
translated_facet_img_8-8-4_copies.graphml,432052,347565,1003979,1003901,481002,363251,432761,1007400,346739,46700,4583,1000000,0.00745967741935,31,0.193162704997,320,5953,0.00797413793103
translated_mwa_gleam.graphml,12054,10072,9748,10012,12279,10482,12109,15002,10344,4906,130,44909,0.37,19,0.0668231654782,10,125,0.435294117647
translated_chiles_two_dev1_12-12_copies.graphml,84545,67902,67309,66910,87119,71153,84149,89497,67522,5415,906,313196,0.0364891518738,8,0.107740501283,156,1104,0.0790598290598
translated_lofar_nsm_2x4.graphml,27510,20002,18536,18718,27529,21967,27360,21401,19674,14502,214,73956,0.0502717391304,42,0.0736735103418,16,220,0.115625
translated_chiles_simple.graphml,2847,2328,2137,2033,2764,2322,2907,2036,2108,2958,22,7344,0.27027027027,5,0.0696672608437,5,21,0.202702702703
translated_MS-MSF_Fq-Fc-Ti-Sb.graphml,93447,75458,73009,73513,96051,79519,93945,158435,75566,22172,983,339213,0.0578125,23,0.115227177201,64,1235,0.0550595238095
translated_CALIB.graphml,9733,8356,8022,7786,9916,8747,9699,8640,8399,3445,108,35956,0.660714285714,13,0.110134608967,8,132,0.840909090909
translated_MS-MSF_Fq-Fc-Ti-Sb_2-2-2-copies.graphml,14677,11647,11855,11765,25575,14188,14442,26059,11706,14346,135,45671,0.4625,23,0.101148228433,8,163,0.440476190476
translated_askap_dingo.graphml,7373,5160,4959,5239,7510,4993,7832,5728,4956,3383,59,19405,0.770833333333,12,0.109010869992,8,66,0.925
translated_atca_minh_10-8_copies.graphml,12769,6808,7154,6814,14489,7914,13949,9454,6620,8129,78,26237,0.352380952381,11,0.157680042766,30,115,0.274074074074
translated_lofar_test_4x4.graphml,39219,30393,26685,26879,49605,33675,39565,37180,29988,18880,348,119627,0.0236572890026,42,0.105963085065,34,416,0.0544117647059
translated_atca_attila_3_copies.graphml,13988,8599,8599,8599,15863,8818,13988,9188,8594,9411,51,17069,0.747474747475,30,0.112677609564,9,61,0.293650793651
translated_chiles_two_8_copies.graphml,17497,13825,13832,13686,17165,15374,17228,18386,13918,3831,184,63018,0.165178571429,13,0.0939427934324,32,208,0.210227272727
translated_dist_sagecal_sleep_2_copies.graphml,29420,14430,14444,14563,29420,14556,29420,15479,14500,17015,96,32726,0.333333333333,50,0.172480087189,3,152,0.513888888889
translated_lofar_test_2x4.graphml,27401,20427,19296,18824,28526,22783,28080,21206,20140,11080,220,75435,0.0446859903382,42,0.0987860710907,18,256,0.102777777778
translated_MS-MSF_Fq-Ti-Fc-Sb.graphml,24083,19570,20003,19957,33192,21138,24233,32225,19736,14112,247,86379,0.137037037037,20,0.128843310009,30,339,0.137037037037
translated_askap_dingo_expanded.graphml,7373,5160,4767,5239,7510,4993,7800,5728,4633,3383,59,19405,0.770833333333,12,0.109010869992,8,66,0.925
translated_dist_sagecal_sleep_1_copies.graphml,18602,13553,13553,13553,18590,13553,18602,13542,13553,13750,59,19405,0.216216216216,50,0.191634167325,2,91,0.770833333333
translated_test_mk_grpby.graphml,13982,11295,11132,11322,17240,11954,13931,14401,11181,6496,124,41360,0.220238095238,17,0.0993216525239,24,145,0.205555555556
translated_lofar_cal.graphml,1422,974,974,974,1422,974,1422,974,974,913,4,1329,0.0135135135135,3,0.0592550790068,1,3,0.0135135135135
translated_atca_minh.graphml,8974,4472,4778,4755,10639,5764,9137,6059,4445,7845,45,15234,0.704761904762,11,0.150991203886,15,63,0.548148148148
translated_atca_attila_12_copies.graphml,15192,9898,10324,10368,17091,11401,15679,12422,10240,12485,96,32726,0.186868686869,30,0.134155882682,36,133,0.0734126984127
translated_test_seq_gather.graphml,24399,8207,8179,8311,24399,9658,24649,10998,8273,9001,74,25166,0.864864864865,25,0.122924323036,4,97,0.804347826087
translated_mwa_gleam_simple_12_copies.graphml,13408,10685,10080,9902,13571,11181,13620,8928,10627,1746,144,48724,0.308333333333,7,0.0601466081055,24,132,0.616666666667
translated_atca_attila_4_copies.graphml,14629,8973,9136,9136,15573,9699,14629,9970,8973,11128,56,19045,0.560606060606,30,0.115871244796,12,69,0.220238095238
translated_MS-MSF_Fq-Ti-Fc-Sb_8-2-8_copies.graphml,103594,83677,84372,83988,105129,86983,102938,202360,83118,29830,1095,382034,0.028549382716,19,0.150272904778,144,1603,0.0302287581699
translated_lofar_test_8x8.graphml,111781,91399,70357,70571,115087,100255,110765,113868,91516,29255,1202,414957,0.0061872909699,42,0.109695683361,130,1468,0.0142307692308
translated_chiles_two_dev1.graphml,7719,6437,6736,6426,20739,6550,7695,7469,6427,3392,78,26237,0.474358974359,8,0.0814830885723,12,86,0.972972972973
translated_CALIB_8_copies.graphml,20625,16237,14529,14889,20865,16863,19950,12040,16697,3394,216,74940,0.330357142857,13,0.10738071939,16,264,0.420454545455
translated_facet_img_2-2-2_copies.graphml,21128,15992,15979,15988,24478,18851,21602,30548,16175,30066,191,66433,0.228395061728,31,0.108640733415,12,235,0.212643678161
translated_chiles_two_dev1_4-8_copies.graphml,59914,47749,47781,47628,60399,51879,59529,61936,47608,4930,634,219296,0.0527065527066,8,0.106357119381,108,764,0.114197530864
translated_atca_minh_4-5_copies.graphml,9648,4390,4586,4687,11779,5252,9648,6097,4555,6380,42,14837,0.880952380952,11,0.133376340359,12,58,0.685185185185
translated_chiles_two_dev1_8-8_copies.graphml,40121,32617,32237,32081,40182,34013,39581,39179,32638,5028,428,148933,0.0790598290598,12,0.097109463573,72,512,0.102777777778
translated_CALIB_12_copies.graphml,30639,24736,22091,22171,31018,26776,30687,20715,24762,3261,324,112341,0.220238095238,13,0.108491111883,24,396,0.280303030303
translated_lofar_test_4x8.graphml,64483,52781,43787,43670,65376,57266,64617,71641,53026,28503,690,239461,0.012187088274,42,0.10669461833,66,828,0.0280303030303
translated_dist_sagecal_sleep_5_copies.graphml,63303,19140,19742,19451,66394,22935,65194,27944,19470,33056,207,70806,0.166666666667,50,0.193889311217,6,335,0.256944444444
translated_chiles_two_12_copies.graphml,26103,20864,20975,20710,28393,23463,25279,27229,20893,8475,272,94427,0.110119047619,13,0.0895089203674,48,310,0.140151515152
translated_chiles_two_dev2.graphml,47256,37894,36491,36615,91613,41352,48029,61734,37955,17678,499,169076,0.0761316872428,31,0.120351813424,36,633,0.0708812260536
translated_lofar_std.graphml,22142,17531,16001,15955,22352,19906,22455,17128,17518,13725,192,65731,0.12091503268,33,0.0973538614454,18,224,0.132616487455
translated_atca_attila_8_copies.graphml,15667,9406,9363,9406,17817,10364,15132,11053,9394,9023,76,25951,0.280303030303,30,0.122596431737,24,101,0.110119047619
translated_dist_sagecal_sleep.graphml,86945,24689,24589,24272,87634,28735,86422,33332,24541,45061,281,97229,0.125,50,0.185634538031,8,457,0.192708333333
translated_chiles_two_dev1_8-4_copies.graphml,23037,18452,18711,18773,22986,19133,23258,21421,19205,1996,244,85408,0.142307692308,8,0.101350931152,40,284,0.308333333333
translated_mwa_gleam_simple_8_copies.graphml,8964,7253,6820,7014,8879,7425,8673,6591,7293,1624,96,32726,0.4625,7,0.0614827150685,16,88,0.925
translated_MS-MSF_Fq-Fc-Ti-Sb_9-3-5-copies.graphml,193781,156846,342700,345475,390311,161650,194344,453026,156323,50531,2068,718965,0.0274074074074,23,0.112959356832,135,2604,0.026102292769
translated_atca_attila.graphml,16128,9424,9824,9612,16123,10159,15020,11041,9404,9810,66,22014,0.373737373737,30,0.132450148803,18,85,0.146825396825
translated_facet_img.graphml,62613,50358,48985,49166,79994,55975,62542,96338,49962,26196,655,225421,0.0497311827957,31,0.122775017304,48,834,0.0531609195402
translated_dist_sagecal_sleep_3_copies.graphml,41567,15493,15747,15677,41357,16618,41595,20310,15508,23761,133,45430,0.25,50,0.183275765906,4,213,0.385416666667
translated_chiles_two_6_copies.graphml,13691,11114,11585,11012,14577,12238,13618,14583,10976,3807,140,48211,0.220238095238,13,0.0979048942595,24,157,0.280303030303
translated_mwa_gleam_simple_3_copies.graphml,3909,3431,3530,3419,4130,3486,4282,3571,3481,2132,36,11748,0.810810810811,7,0.0781054931336,6,33,0.405405405405
translated_chiles_two_dev2_3-6-9_copies.graphml,270851,217007,624250,617017,284966,227010,270813,797852,218880,44883,2899,1000000,0.0145012737605,31,0.122252069679,189,3750,0.013501185915
translated_MS-MSF_Fq-Ti-Fc-Sb_2-4-9_copies.graphml,66266,53127,53720,52937,69168,55868,66589,93076,53774,35194,699,238815,0.0456790123457,20,0.142051576368,90,983,0.0456790123457
translated_chiles_two_dev2_6-8-4_copies.graphml,323691,259882,806549,784324,362799,272765,323502,948129,261605,25338,3467,1000000,0.00994623655914,31,0.146912450534,240,4494,0.010632183908
translated_MS-MSF_Fq-Fc-Ti-Sb_1-1-1_copies.graphml,8883,6501,6648,6648,8800,6502,8883,6501,6501,6109,26,8783,0.0405405405405,23,0.0668336559262,3,26,0.851351351351
